id,title,naver_url,original_url,source,published,has_published,image_url,scraped_at,scraped_url
1,"“출산 앞둔 장애인이라면, ‘홈헬퍼’가 도와드립니다”",https://n.news.naver.com/mnews/article/032/0003361755?sid=102,https://www.khan.co.kr/article/202504071543001,경향신문,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2025%2F04%2F07%2F3361755.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:34,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
2,장흥에서 10년 만에 일곱째아 출산···1억여원 지원,https://n.news.naver.com/mnews/article/081/0003531420?sid=100,https://www.seoul.co.kr/news/publicnews/2025/04/07/20250407500185?wlog_tag3=naver,서울신문,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F081%2F2025%2F04%2F07%2F3531420.jpg&type=ofullfill208_208_empty&expire=2&refresh=true,2025-06-10 00:31:34,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
3,출산후 산부인과 의사 손에 비닐봉지…그 속에 산모 ‘이것’ 들었다,https://n.news.naver.com/mnews/article/021/0002701160?sid=104,https://www.munhwa.com/news/view.html?no=2025040601039910226009,문화일보,2025.04.06.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2025%2F04%2F06%2F2701160.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:34,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
4,美 파견 퇴짜 맞은 전북도 女간부… 원정 출산 노렸나? 억측?,https://n.news.naver.com/mnews/article/469/0000858119?sid=102,https://www.hankookilbo.com/News/Read/A2025040708570001711?did=NA,한국일보,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F469%2F2025%2F04%2F07%2F858119.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:34,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
5,“2분에 한 명 임신·출산 합병증으로 사망”···지원 삭감으로 더 늘...,https://n.news.naver.com/mnews/article/032/0003361774?sid=102,https://www.khan.co.kr/article/202504071652001,경향신문,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F032%2F2025%2F04%2F07%2F3361774.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
6,도봉구 출생아 증가율·합계출산율 7년만에 ‘동시 반등’,https://n.news.naver.com/mnews/article/021/0002701364?sid=102,https://www.munhwa.com/news/view.html?no=2025040701071305238001,문화일보,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F021%2F2025%2F04%2F07%2F2701364.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
7,[이삼식칼럼] 초저출산 탈출할 ‘사회문화의 힘’ 키우자,https://n.news.naver.com/mnews/article/022/0004025476?sid=110,http://www.segye.com/newsView/20250406507379?OutUrl=naver,세계일보,2025.04.06.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F022%2F2025%2F04%2F06%2F4025476.jpg&type=ofullfill208_208_empty&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
8,"동거에 출산…헤어진 남친 집에 불 지르려한 30대 여성, 무슨 일?",https://n.news.naver.com/mnews/article/025/0003432484?sid=102,https://www.joongang.co.kr/article/25326766,중앙일보,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F025%2F2025%2F04%2F07%2F3432484.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
9,경기도 거주 27~39세 56.7% ‘결혼 안 했다’,https://n.news.naver.com/mnews/article/005/0001768198?sid=102,https://www.kmib.co.kr/article/view.asp?arcid=0027945563&code=61121111&cp=nv,국민일보,2025.04.07.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F005%2F2025%2F04%2F07%2F1768198.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
10,아내가 출산 직후 잠자리 거절하자...남편 복수에 태국 발칵,https://n.news.naver.com/mnews/article/023/0003897083?sid=104,https://www.chosun.com/international/topic/2025/04/02/C2HRMV74AZEWHHF3UEKNE3OOYE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,조선일보,2025.04.02.,Y,https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F023%2F2025%2F04%2F02%2F3897083.jpg&type=f200_200&expire=2&refresh=true,2025-06-10 00:31:35,"https://search.naver.com/search.naver?where=news&query=""출산""&nso=so:r,p:from20250401to20250407,a:all&start=1&service_area=1&office_category=1"
